Event ID,Date,Year,Month,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-03649,2024-09-30,2024,September,40,Plant Munich,Line M1,MC-0011,Industrial Oven,Afternoon (14-22),OP-0017,Tech-008,Mechanical Failure,Hydraulic Leak,Planned,Wear and Tear,21,0.35,135.24,6.44,33,Metal Fittings,Resolved,1.93,Predictive
DT-03650,2024-09-30,2024,September,40,Plant Munich,Line M4,MC-0028,Stamping Press,Morning (06-14),OP-0008,Tech-016,Quality Issue,Out of Spec Product,Unplanned,Lack of Preventive Maintenance,55,0.92,387.2,7.04,85,Electronic Housings,Resolved,4.7,Corrective
DT-03651,2024-09-30,2024,September,40,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Afternoon (14-22),OP-0095,Tech-002,Changeover,Tooling Change,Planned,Process Variation,58,0.97,410.06,7.07,68,Plastic Components,Resolved,0.57,Corrective
DT-03652,2024-09-30,2024,September,40,Plant Munich,Line M1,MC-0014,Hydraulic Press,Night (22-06),OP-0069,Tech-007,Quality Issue,Rework Required,Unplanned,Supplier Quality Issue,21,0.35,178.5,8.5,13,Machine Tools,Pending,,Corrective
DT-03653,2024-10-01,2024,October,40,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0105,Tech-001,Electrical Failure,Wiring Fault,Unplanned,Aging Equipment,35,0.58,297.5,8.5,61,Machine Tools,In Progress,,Corrective
DT-03654,2024-10-01,2024,October,40,Plant Munich,Line M4,MC-0025,Robotic Welder,Afternoon (14-22),OP-0008,Tech-001,Operator Error,Manual Handling Error,Planned,Environmental Conditions,243,4.05,3392.28,13.96,507,Electronic Housings,Pending,,Corrective
DT-03655,2024-10-01,2024,October,40,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0114,Tech-024,Electrical Failure,Sensor Malfunction,Unplanned,Inadequate Training,48,0.8,526.56,10.97,73,Metal Fittings,Resolved,1.35,Corrective
DT-03656,2024-10-01,2024,October,40,Plant Munich,Line M3,MC-0022,Stamping Press,Afternoon (14-22),OP-0077,Tech-017,Changeover,Product Changeover,Planned,Environmental Conditions,55,0.92,451.0,8.2,51,Machine Tools,Resolved,1.63,Corrective
DT-03657,2024-10-01,2024,October,40,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0002,Tech-019,Changeover,Product Changeover,Planned,Design Flaw,59,0.98,813.61,13.79,111,Plastic Components,Resolved,2.36,Predictive
DT-03658,2024-10-02,2024,October,40,Plant Lyon,Line L2,MC-0040,Industrial Oven,Night (22-06),OP-0070,Tech-020,Preventive Maintenance,Lubrication Service,Planned,Lack of Preventive Maintenance,30,0.5,155.1,5.17,48,Metal Fittings,Resolved,0.79,Preventive
DT-03659,2024-10-03,2024,October,40,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Morning (06-14),OP-0001,Tech-014,Operator Error,Missed Procedure Step,Unplanned,Unknown,95,1.58,673.55,7.09,117,Metal Fittings,Resolved,0.94,Corrective
DT-03660,2024-10-03,2024,October,40,Plant Munich,Line M2,MC-0016,Packaging Machine,Morning (06-14),OP-0078,Tech-002,Operator Error,Manual Handling Error,Unplanned,Process Variation,48,0.8,267.36,5.57,113,Packaging Units,Pending,,Predictive
DT-03661,2024-10-04,2024,October,40,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0073,Tech-015,Preventive Maintenance,Routine Calibration,Planned,Lack of Preventive Maintenance,64,1.07,872.32,13.63,129,Machine Tools,Resolved,2.95,Preventive
DT-03662,2024-10-04,2024,October,40,Plant Munich,Line M2,MC-0018,Hydraulic Press,Morning (06-14),OP-0078,Tech-023,Quality Issue,Rework Required,Unplanned,Supplier Quality Issue,35,0.58,347.2,9.92,57,Electronic Housings,Resolved,0.95,Corrective
DT-03663,2024-10-04,2024,October,40,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Afternoon (14-22),OP-0108,Tech-003,Quality Issue,Calibration Drift,Unplanned,Aging Equipment,25,0.42,174.0,6.96,46,Automotive Parts,Resolved,0.2,Corrective
DT-03664,2024-10-04,2024,October,40,Plant Lyon,Line L1,MC-0038,Stamping Press,Morning (06-14),OP-0071,Tech-010,Material Shortage,Raw Material Delay,Unplanned,Process Variation,100,1.67,904.0,9.04,54,Metal Fittings,In Progress,,Corrective
DT-03665,2024-10-04,2024,October,40,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Afternoon (14-22),OP-0049,Tech-016,Changeover,Tooling Change,Planned,Inadequate Training,31,0.52,330.46,10.66,76,Automotive Parts,Resolved,1.28,Predictive
DT-03666,2024-10-04,2024,October,40,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Afternoon (14-22),OP-0099,Tech-005,Software/Control Issue,Network Communication Loss,Unplanned,Supplier Quality Issue,29,0.48,331.76,11.44,27,Automotive Parts,Resolved,0.85,Corrective
DT-03667,2024-10-05,2024,October,40,Plant Munich,Line M4,MC-0028,Stamping Press,Morning (06-14),OP-0118,Tech-009,Operator Error,Manual Handling Error,Unplanned,Wear and Tear,55,0.92,543.95,9.89,115,Electronic Housings,Resolved,2.03,Corrective
DT-03668,2024-10-05,2024,October,40,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0013,Tech-021,Software/Control Issue,Firmware Update Error,Unplanned,Lack of Preventive Maintenance,63,1.05,233.73,3.71,40,Packaging Units,Resolved,1.13,Corrective
DT-03669,2024-10-05,2024,October,40,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Night (22-06),OP-0094,Tech-005,Preventive Maintenance,Routine Calibration,Planned,Process Variation,64,1.07,839.68,13.12,181,Metal Fittings,Resolved,2.18,Preventive
DT-03670,2024-10-05,2024,October,40,Plant Rotterdam,Line R3,MC-0009,Palletizer,Morning (06-14),OP-0025,Tech-017,Electrical Failure,Short Circuit,Unplanned,Environmental Conditions,126,2.1,521.64,4.14,262,Packaging Units,Resolved,3.41,Predictive
DT-03671,2024-10-05,2024,October,40,Plant Lyon,Line L3,MC-0047,Industrial Oven,Morning (06-14),OP-0034,Tech-012,Quality Issue,Calibration Drift,Unplanned,Lack of Preventive Maintenance,21,0.35,134.19,6.39,30,Plastic Components,Resolved,1.15,Predictive
DT-03672,2024-10-05,2024,October,40,Plant Lyon,Line L1,MC-0036,Palletizer,Night (22-06),OP-0007,Tech-025,Changeover,Tooling Change,Planned,Wear and Tear,42,0.7,196.14,4.67,103,Plastic Components,Resolved,0.85,Corrective
DT-03673,2024-10-05,2024,October,40,Plant Munich,Line M2,MC-0018,Hydraulic Press,Morning (06-14),OP-0068,Tech-016,Quality Issue,Calibration Drift,Unplanned,Human Error,39,0.65,348.27,8.93,86,Metal Fittings,Resolved,1.66,Predictive
DT-03674,2024-10-06,2024,October,40,Plant Katowice,Line K1,MC-0031,Robotic Welder,Morning (06-14),OP-0088,Tech-017,Changeover,Product Changeover,Planned,Environmental Conditions,37,0.62,347.43,9.39,68,Machine Tools,Resolved,1.6,Predictive
DT-03675,2024-10-06,2024,October,40,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Night (22-06),OP-0001,Tech-025,Mechanical Failure,Hydraulic Leak,Unplanned,Process Variation,50,0.83,413.5,8.27,42,Electronic Housings,Resolved,1.55,Predictive
DT-03676,2024-10-06,2024,October,40,Plant Lyon,Line L3,MC-0047,Industrial Oven,Afternoon (14-22),OP-0011,Tech-014,Operator Error,Manual Handling Error,Unplanned,Supplier Quality Issue,42,0.7,267.12,6.36,36,Plastic Components,Resolved,0.2,Corrective
DT-03677,2024-10-06,2024,October,40,Plant Katowice,Line K2,MC-0034,Industrial Oven,Night (22-06),OP-0034,Tech-012,Software/Control Issue,HMI Freeze,Unplanned,Supplier Quality Issue,72,1.2,693.36,9.63,141,Machine Tools,Resolved,0.2,Predictive
DT-03678,2024-10-06,2024,October,40,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0036,Tech-001,Software/Control Issue,Software Crash,Unplanned,Inadequate Training,65,1.08,363.35,5.59,35,Packaging Units,Resolved,2.41,Corrective
DT-03679,2024-10-06,2024,October,40,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Night (22-06),OP-0070,Tech-007,Operator Error,Missed Procedure Step,Unplanned,Wear and Tear,118,1.97,698.56,5.92,239,Electronic Housings,Resolved,3.15,Corrective
DT-03680,2024-10-06,2024,October,40,Plant Lyon,Line L3,MC-0047,Industrial Oven,Afternoon (14-22),OP-0062,Tech-021,Preventive Maintenance,Scheduled Inspection,Planned,Process Variation,61,1.02,487.39,7.99,133,Packaging Units,Resolved,2.31,Preventive
DT-03681,2024-10-06,2024,October,40,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0047,Tech-017,Electrical Failure,Short Circuit,Unplanned,Human Error,34,0.57,206.72,6.08,46,Automotive Parts,Resolved,1.85,Corrective
DT-03682,2024-10-06,2024,October,40,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Morning (06-14),OP-0043,Tech-014,Preventive Maintenance,Lubrication Service,Planned,Poor Spare Parts Availability,87,1.45,612.48,7.04,167,Machine Tools,Resolved,3.16,Preventive
DT-03683,2024-10-07,2024,October,41,Plant Munich,Line M4,MC-0026,CNC Machine,Morning (06-14),OP-0083,Tech-002,Software/Control Issue,Firmware Update Error,Unplanned,Human Error,25,0.42,367.0,14.68,40,Automotive Parts,Resolved,1.39,Corrective
DT-03684,2024-10-07,2024,October,41,Plant Munich,Line M3,MC-0020,Assembly Robot,Afternoon (14-22),OP-0078,Tech-025,Preventive Maintenance,Routine Calibration,Planned,Human Error,28,0.47,379.68,13.56,51,Automotive Parts,Resolved,1.3,Preventive
DT-03685,2024-10-07,2024,October,41,Plant Munich,Line M3,MC-0023,Packaging Machine,Afternoon (14-22),OP-0077,Tech-014,Quality Issue,Rework Required,Unplanned,Human Error,27,0.45,184.95,6.85,53,Metal Fittings,Resolved,0.2,Corrective
DT-03686,2024-10-07,2024,October,41,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0087,Tech-001,Operator Error,Missed Procedure Step,Unplanned,Unknown,71,1.18,629.77,8.87,75,Machine Tools,In Progress,,Corrective
DT-03687,2024-10-08,2024,October,41,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0077,Tech-004,Quality Issue,Out of Spec Product,Unplanned,Lack of Preventive Maintenance,117,1.95,276.12,2.36,163,Metal Fittings,Resolved,3.58,Predictive
DT-03688,2024-10-08,2024,October,41,Plant Lyon,Line L2,MC-0040,Industrial Oven,Afternoon (14-22),OP-0060,Tech-020,Mechanical Failure,Belt Breakage,Unplanned,Lack of Preventive Maintenance,54,0.9,169.02,3.13,99,Packaging Units,Resolved,1.62,Predictive
DT-03689,2024-10-08,2024,October,41,Plant Munich,Line M2,MC-0019,Palletizer,Morning (06-14),OP-0045,Tech-008,Material Shortage,Raw Material Delay,Unplanned,Aging Equipment,180,3.0,682.2,3.79,287,Packaging Units,Resolved,2.71,Corrective
DT-03690,2024-10-08,2024,October,41,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Afternoon (14-22),OP-0085,Tech-006,Electrical Failure,Short Circuit,Unplanned,Supplier Quality Issue,74,1.23,725.94,9.81,134,Packaging Units,Resolved,1.49,Corrective
DT-03691,2024-10-08,2024,October,41,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Afternoon (14-22),OP-0083,Tech-016,Preventive Maintenance,Lubrication Service,Planned,Supplier Quality Issue,43,0.72,416.24,9.68,52,Automotive Parts,Resolved,1.92,Preventive
DT-03692,2024-10-08,2024,October,41,Plant Munich,Line M3,MC-0020,Assembly Robot,Night (22-06),OP-0102,Tech-023,Electrical Failure,Short Circuit,Unplanned,Environmental Conditions,37,0.62,611.24,16.52,33,Packaging Units,Pending,,Corrective
DT-03693,2024-10-09,2024,October,41,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0015,Tech-009,Changeover,Tooling Change,Planned,Design Flaw,43,0.72,338.84,7.88,51,Machine Tools,Resolved,0.78,Corrective
DT-03694,2024-10-09,2024,October,41,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Morning (06-14),OP-0096,Tech-005,Quality Issue,Rework Required,Unplanned,Inadequate Training,38,0.63,237.12,6.24,35,Metal Fittings,Pending,,Corrective
DT-03695,2024-10-09,2024,October,41,Plant Munich,Line M1,MC-0015,Stamping Press,Morning (06-14),OP-0070,Tech-010,Electrical Failure,Sensor Malfunction,Unplanned,Environmental Conditions,26,0.43,213.2,8.2,13,Plastic Components,Resolved,2.15,Corrective
DT-03696,2024-10-09,2024,October,41,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Night (22-06),OP-0113,Tech-008,Preventive Maintenance,Lubrication Service,Planned,Inadequate Training,81,1.35,1173.69,14.49,128,Electronic Housings,Resolved,3.6,Preventive
DT-03697,2024-10-09,2024,October,41,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0104,Tech-010,Preventive Maintenance,Scheduled Inspection,Planned,Supplier Quality Issue,28,0.47,338.8,12.1,66,Metal Fittings,Resolved,1.48,Preventive
DT-03698,2024-10-09,2024,October,41,Plant Munich,Line M3,MC-0023,Packaging Machine,Morning (06-14),OP-0074,Tech-001,Preventive Maintenance,Lubrication Service,Planned,Poor Spare Parts Availability,29,0.48,109.04,3.76,46,Metal Fittings,Resolved,2.53,Preventive
DT-03699,2024-10-10,2024,October,41,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0061,Tech-009,Electrical Failure,Wiring Fault,Unplanned,Unknown,40,0.67,400.4,10.01,81,Automotive Parts,Resolved,2.2,Corrective
DT-03700,2024-10-10,2024,October,41,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0108,Tech-014,Mechanical Failure,Bearing Failure,Unplanned,Aging Equipment,36,0.6,379.44,10.54,59,Metal Fittings,Resolved,0.65,Corrective
DT-03701,2024-10-10,2024,October,41,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Afternoon (14-22),OP-0096,Tech-025,Electrical Failure,Sensor Malfunction,Unplanned,Supplier Quality Issue,46,0.77,369.38,8.03,86,Metal Fittings,Resolved,2.98,Corrective
DT-03702,2024-10-11,2024,October,41,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0077,Tech-013,Software/Control Issue,Firmware Update Error,Unplanned,Wear and Tear,9,0.15,99.36,11.04,19,Metal Fittings,Resolved,0.49,Corrective
DT-03703,2024-10-11,2024,October,41,Plant Katowice,Line K1,MC-0031,Robotic Welder,Morning (06-14),OP-0024,Tech-020,Material Shortage,Supplier Delay,Unplanned,Wear and Tear,118,1.97,946.36,8.02,300,Packaging Units,Pending,,Corrective
DT-03704,2024-10-11,2024,October,41,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Afternoon (14-22),OP-0039,Tech-010,Mechanical Failure,Hydraulic Leak,Unplanned,Inadequate Training,40,0.67,512.0,12.8,93,Machine Tools,Resolved,2.18,Corrective
DT-03705,2024-10-11,2024,October,41,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0043,Tech-006,Changeover,Mold Change,Planned,Process Variation,25,0.42,234.75,9.39,28,Machine Tools,Resolved,2.25,Predictive
DT-03706,2024-10-11,2024,October,41,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0033,Tech-018,Changeover,Tooling Change,Planned,Inadequate Training,27,0.45,66.69,2.47,47,Packaging Units,Resolved,1.33,Corrective
DT-03707,2024-10-11,2024,October,41,Plant Munich,Line M1,MC-0011,Industrial Oven,Night (22-06),OP-0062,Tech-023,Material Shortage,Component Stockout,Unplanned,Human Error,40,0.67,273.2,6.83,51,Automotive Parts,In Progress,,Corrective
DT-03708,2024-10-11,2024,October,41,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0020,Tech-021,Changeover,Product Changeover,Planned,Environmental Conditions,45,0.75,206.55,4.59,77,Packaging Units,Resolved,1.62,Corrective
DT-03709,2024-10-11,2024,October,41,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0069,Tech-016,Preventive Maintenance,Lubrication Service,Planned,Lack of Preventive Maintenance,55,0.92,480.7,8.74,47,Packaging Units,Resolved,3.02,Preventive
DT-03710,2024-10-12,2024,October,41,Plant Katowice,Line K1,MC-0031,Robotic Welder,Afternoon (14-22),OP-0073,Tech-004,Quality Issue,Calibration Drift,Unplanned,Lack of Preventive Maintenance,10,0.17,66.0,6.6,15,Machine Tools,Resolved,0.55,Predictive
DT-03711,2024-10-12,2024,October,41,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Morning (06-14),OP-0032,Tech-023,Electrical Failure,Power Supply Failure,Unplanned,Human Error,47,0.78,247.22,5.26,83,Machine Tools,Resolved,0.21,Predictive
DT-03712,2024-10-12,2024,October,41,Plant Katowice,Line K1,MC-0031,Robotic Welder,Night (22-06),OP-0068,Tech-015,Mechanical Failure,Belt Breakage,Unplanned,Supplier Quality Issue,41,0.68,334.56,8.16,38,Electronic Housings,Resolved,0.69,Predictive
DT-03713,2024-10-12,2024,October,41,Plant Munich,Line M1,MC-0015,Stamping Press,Morning (06-14),OP-0104,Tech-007,Electrical Failure,Short Circuit,Unplanned,Design Flaw,30,0.5,380.1,12.67,55,Electronic Housings,Resolved,1.08,Corrective
DT-03714,2024-10-12,2024,October,41,Plant Munich,Line M2,MC-0019,Palletizer,Morning (06-14),OP-0054,Tech-002,Changeover,Product Changeover,Planned,Inadequate Training,58,0.97,381.06,6.57,83,Plastic Components,Resolved,0.27,Corrective
DT-03715,2024-10-13,2024,October,41,Plant Katowice,Line K1,MC-0031,Robotic Welder,Morning (06-14),OP-0119,Tech-002,Operator Error,Manual Handling Error,Unplanned,Wear and Tear,45,0.75,487.35,10.83,53,Plastic Components,In Progress,,Predictive
DT-03716,2024-10-13,2024,October,41,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0006,Tech-015,Software/Control Issue,Firmware Update Error,Unplanned,Design Flaw,77,1.28,226.38,2.94,64,Automotive Parts,Resolved,0.2,Corrective
DT-03717,2024-10-13,2024,October,41,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Morning (06-14),OP-0064,Tech-003,Mechanical Failure,Belt Breakage,Unplanned,Wear and Tear,62,1.03,654.72,10.56,112,Machine Tools,Resolved,3.04,Corrective
DT-03718,2024-10-13,2024,October,41,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0102,Tech-023,Preventive Maintenance,Routine Calibration,Planned,Process Variation,83,1.38,878.97,10.59,139,Metal Fittings,Resolved,2.56,Preventive
DT-03719,2024-10-14,2024,October,42,Plant Munich,Line M2,MC-0016,Packaging Machine,Morning (06-14),OP-0085,Tech-017,Material Shortage,Component Stockout,Unplanned,Human Error,151,2.52,992.07,6.57,13,Electronic Housings,Resolved,4.44,Corrective
DT-03720,2024-10-14,2024,October,42,Plant Lyon,Line L1,MC-0038,Stamping Press,Afternoon (14-22),OP-0085,Tech-001,Electrical Failure,PLC Error,Unplanned,Wear and Tear,40,0.67,282.8,7.07,19,Plastic Components,Resolved,0.47,Corrective
DT-03721,2024-10-14,2024,October,42,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0117,Tech-012,Mechanical Failure,Hydraulic Leak,Unplanned,Process Variation,99,1.65,367.29,3.71,191,Electronic Housings,Resolved,3.18,Corrective
DT-03722,2024-10-14,2024,October,42,Plant Lyon,Line L3,MC-0047,Industrial Oven,Night (22-06),OP-0033,Tech-022,Changeover,Product Changeover,Planned,Environmental Conditions,36,0.6,272.16,7.56,33,Electronic Housings,Resolved,1.68,Predictive
DT-03723,2024-10-14,2024,October,42,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Night (22-06),OP-0083,Tech-021,Material Shortage,Component Stockout,Unplanned,Inadequate Training,145,2.42,1367.35,9.43,287,Electronic Housings,Resolved,2.8,Corrective
DT-03724,2024-10-14,2024,October,42,Plant Munich,Line M4,MC-0025,Robotic Welder,Afternoon (14-22),OP-0017,Tech-010,Software/Control Issue,Firmware Update Error,Unplanned,Environmental Conditions,33,0.55,349.8,10.6,67,Machine Tools,Resolved,1.11,Predictive
DT-03725,2024-10-14,2024,October,42,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0052,Tech-009,Mechanical Failure,Hydraulic Leak,Unplanned,Wear and Tear,71,1.18,216.55,3.05,121,Electronic Housings,Resolved,5.78,Predictive
DT-03726,2024-10-15,2024,October,42,Plant Katowice,Line K2,MC-0034,Industrial Oven,Afternoon (14-22),OP-0031,Tech-011,Electrical Failure,PLC Error,Unplanned,Aging Equipment,29,0.48,168.2,5.8,51,Machine Tools,Resolved,3.68,Corrective
DT-03727,2024-10-15,2024,October,42,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0040,Tech-003,Electrical Failure,Short Circuit,Unplanned,Lack of Preventive Maintenance,30,0.5,380.7,12.69,35,Packaging Units,Resolved,0.73,Corrective
DT-03728,2024-10-15,2024,October,42,Plant Katowice,Line K1,MC-0029,Stamping Press,Morning (06-14),OP-0027,Tech-010,Changeover,Mold Change,Planned,Poor Spare Parts Availability,45,0.75,374.85,8.33,75,Machine Tools,Resolved,2.77,Predictive
DT-03729,2024-10-15,2024,October,42,Plant Munich,Line M2,MC-0017,Conveyor System,Afternoon (14-22),OP-0013,Tech-023,Quality Issue,Calibration Drift,Unplanned,Environmental Conditions,19,0.32,46.55,2.45,27,Electronic Housings,Resolved,2.03,Corrective
DT-03730,2024-10-15,2024,October,42,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0082,Tech-012,Software/Control Issue,HMI Freeze,Unplanned,Environmental Conditions,124,2.07,403.0,3.25,136,Packaging Units,Resolved,4.2,Predictive
